Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
70,72,12,9,3,yes,no,no,yes,yes,3,3,higherstudies,yes,yes,gentle,Management,hard worker,no,no,Network Engineer,security,Satire
73,83,5,5,8,yes,no,no,yes,no,2,1,job,no,yes,gentle,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing,system developer,Horror
66,60,5,1,9,yes,no,yes,no,yes,1,1,job,no,no,stubborn,Management,smart worker,no,no,Web Developer,Business process analyst,Health
82,86,10,4,4,yes,no,no,no,yes,3,1,job,no,yes,stubborn,Technical,smart worker,yes,yes,Network Engineer,developer,Religion-Spirituality
63,70,7,4,7,no,yes,yes,yes,no,2,2,job,no,no,stubborn,Technical,hard worker,yes,no,UX Designer,Business process analyst,Autobiographies
89,85,5,3,1,yes,yes,yes,yes,yes,2,3,higherstudies,no,no,gentle,Technical,smart worker,yes,yes,Network Security Administrator,cloud computing,Dictionaries
94,65,5,9,4,no,yes,no,no,no,2,3,higherstudies,yes,no,stubborn,Technical,smart worker,no,yes,Systems Analyst,Business process analyst,Anthology
87,70,7,5,3,no,no,no,yes,yes,2,3,higherstudies,no,yes,gentle,Management,smart worker,no,no,Database Administrator,security,Action and Adventure
83,78,5,1,7,no,yes,yes,yes,yes,3,3,job,no,no,stubborn,Management,smart worker,yes,yes,CRM Technical Developer,testing,Anthology
78,90,6,4,6,no,yes,yes,yes,no,2,1,higherstudies,no,yes,gentle,Management,smart worker,no,no,CRM Business Analyst,testing,Encyclopedias
66,85,4,2,4,no,yes,yes,yes,yes,2,2,higherstudies,yes,no,gentle,Technical,smart worker,yes,yes,Network Engineer,developer,Diaries
67,67,5,7,1,yes,no,no,no,no,1,3,higherstudies,yes,no,stubborn,Management,hard worker,no,yes,Network Security Engineer,cloud computing,Mystery
93,82,7,6,1,yes,yes,no,yes,no,2,3,higherstudies,yes,no,stubborn,Technical,smart worker,no,yes,Software Engineer,security,Guide
81,76,6,2,4,no,no,no,yes,yes,1,1,job,yes,no,gentle,Technical,hard worker,no,yes,Programmer Analyst,system developer,Satire
81,62,4,1,9,yes,no,yes,yes,no,3,2,higherstudies,yes,yes,stubborn,Management,hard worker,no,yes,Database Developer,testing,Autobiographies
60,81,7,8,8,no,yes,yes,no,no,1,1,higherstudies,no,yes,stubborn,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing,Business process analyst,Childrens
89,90,12,2,7,no,yes,yes,no,no,2,2,higherstudies,yes,yes,stubborn,Technical,hard worker,yes,yes,E-Commerce Analyst,cloud computing,Cookbooks
61,64,4,7,9,yes,yes,no,yes,yes,3,2,job,yes,no,stubborn,Management,hard worker,yes,yes,Technical Engineer,testing,Horror
84,79,7,8,6,no,yes,yes,no,no,3,1,job,no,no,gentle,Management,smart worker,no,no,Web Developer,cloud computing,Science fiction
60,93,10,9,6,no,no,yes,yes,no,2,2,higherstudies,yes,yes,gentle,Management,smart worker,yes,no,Project Manager,Business process analyst,Mystery
82,91,10,4,6,yes,yes,no,no,no,1,3,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,Solutions Architect,testing,Health
70,67,9,9,8,yes,yes,no,yes,no,3,3,job,no,yes,gentle,Technical,hard worker,yes,yes,Quality Assurance Associate,Business process analyst,Horror
71,94,6,7,2,no,yes,yes,yes,no,2,3,job,yes,yes,stubborn,Management,smart worker,no,yes,Network Security Engineer,Business process analyst,Prayer books
65,80,4,5,7,yes,yes,yes,yes,yes,2,2,job,no,yes,stubborn,Technical,smart worker,no,yes,Systems Security Administrator,system developer,Diaries
73,80,6,2,3,yes,yes,yes,yes,yes,3,3,higherstudies,yes,no,stubborn,Management,smart worker,no,no,Technical Support,testing,Science
90,93,9,9,8,yes,yes,yes,yes,no,1,1,job,no,no,gentle,Technical,smart worker,no,yes,Systems Analyst,testing,Science
62,72,10,8,9,yes,no,yes,yes,yes,1,3,higherstudies,yes,yes,stubborn,Management,smart worker,no,no,Database Developer,testing,Health
83,83,12,3,5,no,yes,yes,yes,no,3,2,higherstudies,no,yes,gentle,Technical,smart worker,yes,yes,Business Intelligence Analyst,testing,Travel
88,91,6,2,9,yes,no,yes,no,no,3,3,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Solutions Architect,Business process analyst,Travel
61,81,12,4,5,yes,yes,no,yes,yes,3,3,higherstudies,yes,yes,stubborn,Management,hard worker,yes,yes,Network Security Engineer,cloud computing,Prayer books
77,81,8,4,2,yes,yes,no,yes,no,3,3,job,no,yes,gentle,Management,smart worker,no,no,Database Administrator,system developer,Self help
90,64,8,2,5,yes,no,yes,yes,yes,3,1,job,no,yes,gentle,Management,hard worker,no,yes,Network Security Administrator,security,Horror
77,65,7,2,4,no,yes,yes,no,yes,3,1,higherstudies,yes,no,gentle,Management,smart worker,no,no,Mobile Applications Developer,cloud computing,Fantasy
76,72,9,6,2,no,no,no,yes,yes,3,1,higherstudies,yes,no,gentle,Management,hard worker,yes,no,Programmer Analyst,cloud computing,Religion-Spirituality
83,91,9,7,9,no,no,yes,no,yes,3,1,job,no,no,gentle,Technical,hard worker,no,no,Information Security Analyst,developer,History
78,62,4,5,6,yes,yes,no,yes,yes,1,1,job,no,yes,stubborn,Technical,smart worker,yes,yes,Applications Developer,Business process analyst,Self help
85,69,9,2,9,yes,yes,yes,yes,no,1,2,higherstudies,no,no,stubborn,Management,smart worker,yes,no,Applications Developer,Business process analyst,Horror
67,75,4,6,1,yes,no,yes,yes,yes,1,2,higherstudies,no,yes,gentle,Technical,hard worker,yes,no,Information Technology Auditor,system developer,Math
72,83,11,1,5,yes,no,no,yes,no,1,1,higherstudies,no,no,stubborn,Technical,hard worker,yes,no,Data Architect,system developer,Mystery
81,91,4,3,7,yes,no,no,no,yes,3,1,higherstudies,yes,no,gentle,Management,smart worker,no,yes,Business Intelligence Analyst,testing,Prayer books
94,91,11,8,8,no,yes,yes,no,no,3,3,higherstudies,yes,yes,gentle,Technical,smart worker,yes,yes,Programmer Analyst,system developer,Prayer books
86,70,5,3,2,no,yes,no,yes,yes,2,2,higherstudies,yes,no,stubborn,Technical,hard worker,no,yes,Data Architect,developer,Childrens
70,63,7,8,2,yes,no,no,yes,yes,2,1,higherstudies,yes,yes,gentle,Management,smart worker,no,no,Design & UX,cloud computing,Self help
70,83,5,6,7,yes,yes,yes,no,yes,3,1,job,no,no,stubborn,Management,smart worker,yes,no,Mobile Applications Developer,Business process analyst,Cookbooks
83,82,12,2,7,yes,yes,no,yes,yes,2,3,job,no,yes,stubborn,Management,hard worker,no,no,Applications Developer,system developer,Anthology
82,88,5,5,2,no,no,no,no,yes,2,3,higherstudies,yes,yes,stubborn,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing,testing,Diaries
67,67,7,4,2,yes,yes,no,yes,no,3,3,job,no,yes,gentle,Management,smart worker,yes,no,Information Technology Manager,system developer,Cookbooks
72,78,7,1,7,yes,yes,yes,no,no,1,2,job,no,no,stubborn,Management,hard worker,yes,no,Systems Analyst,developer,Self help
78,72,11,1,5,yes,yes,yes,yes,yes,2,1,higherstudies,yes,no,stubborn,Management,hard worker,no,no,Network Security Administrator,system developer,Diaries
93,79,11,8,1,no,no,yes,yes,no,1,1,job,no,no,gentle,Management,smart worker,no,yes,Database Administrator,security,Diaries
83,88,11,4,5,no,no,yes,no,no,2,3,job,no,yes,gentle,Technical,hard worker,yes,yes,Mobile Applications Developer,system developer,Drama
67,71,7,5,3,yes,yes,yes,no,yes,3,1,higherstudies,yes,no,stubborn,Technical,smart worker,yes,yes,Technical Engineer,system developer,Childrens
67,77,9,1,8,yes,no,yes,yes,no,1,1,higherstudies,no,yes,gentle,Management,smart worker,yes,yes,Quality Assurance Associate,Business process analyst,Self help
68,64,12,8,8,yes,no,yes,no,no,2,3,job,no,no,gentle,Management,smart worker,yes,yes,Mobile Applications Developer,testing,Health
66,87,4,7,5,yes,yes,no,no,yes,1,2,job,no,no,stubborn,Technical,smart worker,yes,no,Business Intelligence Analyst,security,Self help
92,72,6,3,5,no,yes,yes,yes,yes,1,1,job,no,yes,gentle,Management,smart worker,yes,yes,Database Administrator,cloud computing,Fantasy
74,67,7,6,2,no,yes,no,yes,no,2,3,job,no,yes,stubborn,Technical,smart worker,no,no,Technical Support,testing,Self help
60,94,9,2,7,no,yes,yes,no,yes,2,2,job,yes,no,gentle,Technical,hard worker,no,yes,Data Architect,cloud computing,Poetry
85,82,4,4,1,no,no,yes,no,yes,1,3,job,yes,no,stubborn,Management,hard worker,no,yes,UX Designer,security,Horror
62,88,8,6,2,yes,yes,no,no,no,2,1,job,yes,no,stubborn,Technical,smart worker,yes,no,Database Manager,system developer,Encyclopedias
78,63,8,3,8,yes,yes,yes,yes,no,2,3,job,no,no,gentle,Technical,smart worker,yes,no,CRM Technical Developer,Business process analyst,Health
90,75,9,1,5,yes,yes,no,yes,no,1,2,higherstudies,no,yes,stubborn,Technical,hard worker,yes,yes,Technical Engineer,Business process analyst,Action and Adventure
64,77,4,1,2,no,no,yes,yes,yes,3,1,higherstudies,no,yes,gentle,Technical,hard worker,no,no,Project Manager,security,Anthology
64,81,7,6,5,yes,no,no,yes,yes,2,3,higherstudies,yes,no,stubborn,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing,Business process analyst,Series
65,67,12,4,1,no,no,no,yes,no,2,2,higherstudies,no,no,stubborn,Technical,hard worker,no,no,Software Systems Engineer,testing,Guide
87,82,8,7,6,yes,no,no,no,no,3,1,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,UX Designer,developer,Health
84,73,5,5,5,no,no,no,no,yes,3,1,job,yes,no,stubborn,Management,hard worker,no,yes,Data Architect,system developer,Trilogy
84,63,7,8,4,no,no,no,no,no,3,3,higherstudies,yes,yes,gentle,Technical,smart worker,no,yes,Data Architect,testing,Biographies
86,60,12,5,1,no,no,no,no,yes,1,3,job,yes,no,stubborn,Management,hard worker,no,yes,Technical Engineer,testing,Action and Adventure
86,86,5,8,9,no,no,yes,yes,no,3,2,higherstudies,no,yes,stubborn,Management,hard worker,no,yes,Web Developer,security,Comics
67,76,11,2,1,yes,yes,no,yes,yes,1,1,higherstudies,no,no,gentle,Management,hard worker,no,no,Software Developer,Business process analyst,History
60,83,12,9,8,no,yes,yes,no,yes,3,2,job,yes,no,stubborn,Technical,smart worker,yes,yes,Database Manager,cloud computing,Math
68,90,12,4,5,yes,no,no,no,no,3,2,job,no,no,gentle,Technical,hard worker,yes,no,Software Engineer,testing,Drama
74,94,6,8,7,no,yes,yes,no,yes,2,1,job,no,no,stubborn,Management,smart worker,yes,no,Project Manager,cloud computing,Mystery
79,91,10,5,7,yes,yes,no,yes,yes,1,2,higherstudies,yes,no,stubborn,Technical,smart worker,no,yes,Business Intelligence Analyst,developer,Science fiction
61,90,10,5,5,yes,yes,yes,yes,yes,1,1,job,yes,no,stubborn,Technical,hard worker,no,yes,Data Architect,developer,Autobiographies
78,81,4,6,5,no,no,yes,no,yes,1,3,job,no,yes,gentle,Technical,smart worker,yes,yes,Data Architect,security,Comics
87,60,5,9,9,no,no,no,no,yes,1,2,job,no,yes,stubborn,Management,smart worker,no,yes,Portal Administrator,system developer,Action and Adventure
87,61,6,2,3,no,no,yes,yes,no,1,2,higherstudies,yes,no,gentle,Management,hard worker,no,no,Database Administrator,security,Travel
93,66,12,9,9,yes,no,yes,no,yes,3,1,higherstudies,yes,yes,gentle,Technical,smart worker,yes,yes,Programmer Analyst,security,Action and Adventure
85,61,9,7,7,no,no,no,yes,no,2,3,job,yes,yes,stubborn,Technical,hard worker,yes,no,Information Security Analyst,developer,Travel
88,74,12,5,3,no,yes,no,yes,no,1,1,higherstudies,yes,yes,gentle,Management,hard worker,yes,no,Business Systems Analyst,Business process analyst,Encyclopedias
78,61,6,2,7,yes,yes,yes,no,yes,2,1,job,no,yes,stubborn,Technical,hard worker,no,yes,Network Security Engineer,cloud computing,Autobiographies
64,66,11,5,6,yes,no,yes,no,yes,2,2,job,yes,no,gentle,Technical,smart worker,yes,yes,Network Security Engineer,system developer,Math
89,66,11,8,4,no,no,no,yes,no,3,1,higherstudies,no,yes,gentle,Technical,smart worker,no,no,Information Technology Auditor,testing,Mystery
64,78,7,6,6,no,yes,yes,no,no,3,1,job,yes,yes,stubborn,Technical,smart worker,yes,yes,UX Designer,developer,Travel
72,75,4,1,3,yes,yes,no,yes,yes,1,1,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Web Developer,cloud computing,Travel
88,91,7,1,5,no,no,no,no,yes,3,2,higherstudies,no,no,stubborn,Management,hard worker,no,yes,Network Security Engineer,developer,Dictionaries
90,85,5,6,5,no,no,no,yes,no,3,1,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Systems Analyst,security,Art
77,78,5,2,1,no,no,no,no,no,1,2,higherstudies,no,no,gentle,Management,hard worker,no,no,Business Systems Analyst,testing,Trilogy
89,79,8,4,7,yes,no,yes,yes,yes,2,3,higherstudies,yes,no,gentle,Management,hard worker,yes,yes,E-Commerce Analyst,developer,Action and Adventure
83,84,4,2,5,yes,no,yes,no,no,2,2,job,yes,yes,stubborn,Management,hard worker,no,no,Data Architect,security,Horror
62,79,9,7,6,yes,no,no,no,yes,2,3,higherstudies,no,yes,stubborn,Technical,hard worker,yes,yes,Information Technology Auditor,system developer,Health
75,68,10,4,4,yes,yes,yes,yes,no,2,2,higherstudies,yes,yes,gentle,Management,smart worker,yes,no,Mobile Applications Developer,Business process analyst,Autobiographies
65,89,6,1,1,no,yes,no,no,yes,3,1,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing,Business process analyst,Biographies
77,65,10,4,4,yes,no,no,no,no,3,3,higherstudies,yes,yes,stubborn,Technical,smart worker,no,no,Solutions Architect,Business process analyst,Biographies
74,68,4,3,3,yes,yes,yes,no,yes,1,2,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Project Manager,testing,Religion-Spirituality
60,60,7,6,9,yes,no,no,yes,no,1,1,higherstudies,no,no,gentle,Technical,smart worker,no,yes,Database Developer,Business process analyst,Biographies
72,61,12,6,6,no,no,yes,yes,no,2,3,job,yes,yes,stubborn,Management,hard worker,yes,no,Project Manager,cloud computing,History
89,81,12,7,5,no,no,yes,yes,yes,1,3,job,yes,no,gentle,Management,smart worker,no,no,Systems Security Administrator,developer,Series
82,91,11,9,1,no,no,no,yes,yes,3,2,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Software Systems Engineer,developer,Horror
69,69,10,4,5,yes,no,no,no,yes,1,1,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,Software Developer,testing,Comics
75,90,7,4,7,no,no,yes,no,no,1,2,higherstudies,yes,no,gentle,Management,smart worker,no,no,Software Engineer,Business process analyst,Diaries
90,75,4,9,6,no,no,no,yes,yes,1,1,job,no,no,stubborn,Technical,smart worker,no,yes,Solutions Architect,developer,Guide
93,65,6,7,7,no,no,no,yes,no,3,1,job,no,no,gentle,Management,hard worker,yes,no,Information Technology Manager,developer,Satire
78,71,5,7,9,no,no,yes,yes,yes,3,3,higherstudies,no,no,gentle,Technical,hard worker,yes,no,Information Technology Manager,cloud computing,Trilogy
87,66,11,2,3,yes,no,no,yes,yes,2,2,higherstudies,no,no,stubborn,Technical,smart worker,yes,no,CRM Business Analyst,cloud computing,Self help
70,63,9,2,6,yes,yes,yes,no,no,2,2,job,no,yes,gentle,Technical,hard worker,yes,no,Technical Services/Help Desk/Tech Support,system developer,Series
62,89,10,2,9,yes,no,yes,no,no,3,2,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Database Administrator,system developer,Autobiographies
61,70,11,4,7,yes,no,no,no,no,3,2,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,Database Developer,testing,Cookbooks
61,88,4,8,4,yes,no,yes,no,yes,3,2,higherstudies,yes,no,gentle,Technical,smart worker,yes,yes,Business Systems Analyst,system developer,Guide
75,81,4,8,5,yes,yes,yes,no,no,2,3,higherstudies,yes,no,gentle,Technical,hard worker,no,yes,Information Technology Auditor,Business process analyst,Horror
79,81,10,3,7,yes,yes,no,yes,no,3,3,job,yes,yes,gentle,Management,smart worker,no,no,Business Intelligence Analyst,developer,Journals
79,70,4,2,8,no,no,no,yes,yes,1,2,higherstudies,no,no,stubborn,Management,hard worker,no,no,Database Developer,Business process analyst,History
65,73,10,4,5,yes,yes,no,yes,no,2,3,higherstudies,no,yes,stubborn,Management,hard worker,yes,no,E-Commerce Analyst,developer,Diaries
71,60,12,4,3,no,yes,no,yes,no,3,2,job,no,no,stubborn,Technical,hard worker,yes,no,CRM Technical Developer,system developer,Guide
85,79,5,8,2,no,yes,yes,yes,no,2,2,higherstudies,yes,yes,stubborn,Management,smart worker,yes,yes,CRM Business Analyst,developer,Religion-Spirituality
62,69,8,4,8,yes,no,no,yes,no,3,1,higherstudies,no,no,stubborn,Technical,hard worker,yes,no,Database Administrator,testing,Self help
90,86,7,5,5,yes,no,yes,no,no,2,3,higherstudies,no,no,stubborn,Technical,hard worker,no,no,Applications Developer,developer,Encyclopedias
72,65,8,5,9,no,yes,no,no,no,1,2,job,no,yes,gentle,Technical,smart worker,yes,no,Network Engineer,security,Horror
88,84,7,3,7,no,no,yes,yes,yes,1,1,job,no,no,gentle,Technical,hard worker,yes,yes,Data Architect,system developer,Poetry
61,71,8,3,1,no,yes,no,yes,no,1,2,job,yes,no,gentle,Management,hard worker,yes,no,Design & UX,Business process analyst,Autobiographies
90,68,12,7,7,no,yes,no,yes,no,2,3,higherstudies,yes,yes,gentle,Technical,hard worker,yes,yes,CRM Technical Developer,Business process analyst,Health
94,60,7,2,6,yes,yes,no,no,yes,2,2,higherstudies,no,no,stubborn,Technical,hard worker,yes,yes,Software Systems Engineer,system developer,History
74,84,4,5,4,yes,no,no,no,yes,2,2,job,no,no,gentle,Technical,smart worker,no,yes,Solutions Architect,security,Science
90,74,6,1,9,no,no,no,yes,yes,1,2,job,yes,yes,gentle,Technical,smart worker,no,no,Web Developer,Business process analyst,Romance
91,87,7,8,6,yes,yes,yes,no,no,3,3,job,no,no,gentle,Management,hard worker,yes,yes,Network Security Engineer,security,Anthology
81,72,6,7,7,no,no,yes,no,no,2,3,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Software Developer,security,Health
66,86,4,6,9,yes,yes,yes,no,yes,2,3,job,no,yes,gentle,Technical,hard worker,yes,no,Software Systems Engineer,security,Fantasy
68,81,10,7,3,no,yes,no,no,yes,1,3,job,no,yes,stubborn,Technical,smart worker,no,yes,Systems Analyst,developer,Romance
65,87,12,7,7,no,no,yes,no,yes,2,1,higherstudies,yes,yes,stubborn,Technical,hard worker,yes,yes,Information Technology Auditor,developer,Fantasy
80,63,8,6,9,yes,yes,no,yes,yes,3,2,job,no,no,stubborn,Management,smart worker,no,no,Network Engineer,security,Comics
62,89,9,1,1,yes,yes,no,no,no,1,1,job,yes,no,gentle,Technical,smart worker,yes,no,CRM Technical Developer,cloud computing,Fantasy
80,74,4,1,8,yes,no,yes,yes,no,2,1,job,no,yes,gentle,Technical,hard worker,yes,no,Information Technology Auditor,testing,Poetry
60,69,7,1,6,yes,no,no,yes,no,2,3,job,no,yes,stubborn,Technical,hard worker,yes,yes,Design & UX,developer,Comics
64,60,4,7,3,no,no,no,yes,yes,2,3,job,yes,yes,gentle,Management,hard worker,no,no,Network Engineer,cloud computing,Biographies
71,66,4,4,9,no,yes,no,no,yes,2,1,higherstudies,no,yes,stubborn,Management,smart worker,no,no,Database Developer,Business process analyst,Diaries
73,62,4,2,3,yes,no,no,no,yes,1,2,higherstudies,no,yes,gentle,Management,smart worker,no,yes,UX Designer,security,Autobiographies
68,71,9,4,7,no,yes,yes,yes,yes,1,1,job,yes,no,stubborn,Technical,hard worker,no,no,Software Engineer,system developer,Journals
78,63,10,1,6,yes,yes,no,yes,yes,2,1,higherstudies,yes,yes,stubborn,Management,smart worker,no,yes,Technical Services/Help Desk/Tech Support,testing,Drama
76,67,10,6,8,no,no,yes,yes,no,1,1,job,no,no,gentle,Technical,hard worker,no,yes,Database Manager,cloud computing,Art
86,93,7,4,2,no,no,no,no,yes,2,2,job,no,no,gentle,Technical,hard worker,yes,no,Systems Analyst,cloud computing,Encyclopedias
80,88,10,8,1,no,yes,yes,no,no,1,1,higherstudies,no,no,gentle,Management,smart worker,no,no,Web Developer,developer,Trilogy
92,83,8,4,7,no,yes,yes,no,no,2,2,job,yes,yes,stubborn,Management,smart worker,yes,no,Network Security Administrator,testing,Guide
60,76,8,5,6,yes,no,no,no,yes,3,2,job,yes,no,stubborn,Technical,hard worker,no,yes,Systems Analyst,cloud computing,Self help
82,70,10,5,5,yes,no,yes,no,yes,1,2,job,yes,yes,gentle,Technical,smart worker,yes,yes,Project Manager,security,Health
91,85,7,5,6,no,yes,yes,yes,no,3,2,job,no,yes,stubborn,Technical,smart worker,yes,no,Technical Engineer,Business process analyst,Drama
60,71,7,8,9,yes,yes,no,yes,no,3,3,higherstudies,no,no,gentle,Management,smart worker,no,no,Applications Developer,security,Series
61,91,12,1,4,yes,no,no,no,no,1,3,job,no,yes,gentle,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing,security,Mystery
82,60,12,3,7,no,yes,yes,no,yes,1,2,job,no,yes,gentle,Management,smart worker,yes,yes,Web Developer,developer,Religion-Spirituality
71,69,10,6,9,yes,yes,yes,no,yes,1,1,job,no,yes,stubborn,Management,smart worker,yes,yes,Software Systems Engineer,Business process analyst,Religion-Spirituality
93,81,9,9,9,yes,no,no,no,yes,1,1,job,yes,yes,gentle,Technical,hard worker,yes,yes,Programmer Analyst,testing,Horror
69,84,6,8,2,yes,no,yes,no,yes,1,1,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Software Developer,security,Drama
62,68,11,6,8,no,yes,yes,no,yes,3,3,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Technical Services/Help Desk/Tech Support,developer,Horror
73,61,7,7,1,no,no,no,no,yes,2,1,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Information Technology Auditor,developer,Science fiction
87,83,11,1,5,yes,yes,yes,no,no,3,1,higherstudies,no,yes,gentle,Technical,smart worker,no,yes,UX Designer,system developer,Fantasy
88,86,6,3,9,no,yes,no,no,yes,3,1,job,yes,no,stubborn,Technical,smart worker,no,no,Database Administrator,Business process analyst,Diaries
61,75,8,6,6,no,no,no,no,yes,3,3,higherstudies,yes,yes,gentle,Technical,smart worker,yes,no,Project Manager,security,History
64,85,5,3,4,yes,yes,no,yes,no,1,3,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Software Developer,Business process analyst,Poetry
84,67,10,2,1,no,yes,no,yes,no,2,3,job,no,no,gentle,Management,smart worker,yes,no,Database Developer,system developer,Journals
88,94,12,1,9,no,no,no,no,yes,3,1,job,yes,yes,gentle,Technical,smart worker,yes,no,Information Security Analyst,security,Cookbooks
67,65,9,4,7,yes,yes,no,yes,yes,2,2,job,yes,no,gentle,Management,smart worker,yes,no,CRM Technical Developer,Business process analyst,Mystery
61,71,11,3,6,yes,no,no,yes,yes,3,3,job,yes,yes,stubborn,Management,hard worker,yes,yes,Business Intelligence Analyst,developer,Childrens
82,79,10,9,5,yes,no,yes,no,yes,1,1,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Business Systems Analyst,Business process analyst,Poetry
60,65,9,4,3,yes,yes,no,no,yes,1,1,higherstudies,no,yes,stubborn,Technical,hard worker,yes,no,Quality Assurance Associate,cloud computing,Diaries
72,62,5,3,4,no,no,no,yes,yes,3,3,job,no,no,gentle,Management,smart worker,yes,no,Business Systems Analyst,testing,Guide
66,68,12,1,6,yes,no,no,no,yes,3,1,higherstudies,yes,no,stubborn,Management,hard worker,yes,yes,Quality Assurance Associate,security,Diaries
68,87,9,8,9,yes,no,yes,no,yes,2,2,job,no,no,gentle,Technical,smart worker,no,yes,Technical Support,testing,Trilogy
70,91,12,2,5,yes,yes,yes,no,no,1,2,job,yes,no,gentle,Technical,hard worker,yes,no,Technical Services/Help Desk/Tech Support,testing,Prayer books
80,70,11,7,7,no,yes,yes,yes,yes,1,2,job,no,yes,stubborn,Management,smart worker,yes,no,Software Engineer,Business process analyst,Self help
84,87,12,5,3,yes,yes,yes,yes,yes,3,2,job,yes,no,stubborn,Management,hard worker,no,yes,CRM Business Analyst,developer,Horror
71,80,10,7,3,no,no,no,no,yes,2,2,job,no,yes,gentle,Management,smart worker,no,yes,E-Commerce Analyst,cloud computing,Comics
79,85,7,7,1,yes,yes,yes,no,yes,3,1,higherstudies,no,no,gentle,Management,hard worker,yes,no,Information Technology Manager,developer,Horror
61,80,7,4,7,no,yes,no,no,no,2,3,job,no,yes,gentle,Technical,hard worker,yes,no,Systems Security Administrator,security,Encyclopedias
90,63,11,4,7,yes,yes,no,no,yes,3,3,job,no,yes,gentle,Management,smart worker,no,yes,Solutions Architect,testing,Anthology
87,60,10,7,9,no,yes,yes,yes,no,2,3,higherstudies,yes,no,gentle,Technical,smart worker,yes,yes,CRM Technical Developer,developer,Self help
70,72,12,8,4,no,yes,no,yes,yes,3,2,higherstudies,no,yes,gentle,Technical,hard worker,no,yes,CRM Business Analyst,testing,Journals
78,64,7,1,9,yes,no,no,no,no,2,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Solutions Architect,security,Guide
94,78,7,3,3,no,no,yes,no,yes,2,1,job,no,no,gentle,Technical,hard worker,no,yes,Applications Developer,developer,Fantasy
81,74,9,1,2,no,no,yes,no,yes,3,1,higherstudies,yes,no,gentle,Technical,hard worker,no,no,Database Manager,Business process analyst,Health
61,89,8,5,1,yes,yes,yes,yes,no,3,2,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,Database Developer,Business process analyst,Drama
74,72,6,4,3,yes,yes,no,no,yes,3,3,job,no,no,gentle,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing,security,Travel
73,89,7,4,4,yes,yes,no,no,no,1,3,job,no,no,gentle,Management,hard worker,yes,yes,Database Administrator,cloud computing,Encyclopedias
66,74,11,1,4,yes,no,yes,yes,no,1,1,higherstudies,no,no,gentle,Management,smart worker,no,no,CRM Technical Developer,cloud computing,Action and Adventure
82,79,10,6,8,yes,yes,yes,yes,yes,1,3,higherstudies,yes,no,stubborn,Management,smart worker,yes,yes,Software Engineer,developer,History
92,69,6,2,4,no,no,yes,yes,no,1,2,job,no,yes,stubborn,Management,hard worker,yes,yes,Database Administrator,developer,Cookbooks
75,86,8,1,8,no,no,yes,yes,yes,2,1,higherstudies,no,yes,gentle,Technical,hard worker,no,no,UX Designer,testing,Horror
70,88,7,5,6,no,no,yes,no,yes,2,2,higherstudies,no,yes,gentle,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing,cloud computing,Self help
75,68,9,5,2,yes,no,yes,yes,no,3,1,higherstudies,yes,no,stubborn,Technical,smart worker,yes,no,Network Security Administrator,security,Encyclopedias
81,89,9,5,3,no,no,yes,yes,no,2,3,job,yes,no,gentle,Technical,hard worker,yes,yes,Mobile Applications Developer,security,Health
84,92,7,7,4,yes,yes,yes,yes,no,2,1,job,yes,no,gentle,Management,smart worker,yes,yes,Information Security Analyst,testing,Drama
92,76,10,5,5,yes,no,yes,no,no,1,3,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,UX Designer,testing,Dictionaries
79,70,5,5,4,yes,yes,no,yes,no,1,1,higherstudies,no,yes,stubborn,Management,hard worker,yes,yes,Information Security Analyst,testing,Cookbooks
